timestamp,link_request,extract_regex,cdn_name,cdn_type,sni,port,url,input,location,title,scheme,error,webserver,body_preview,content_type,method,host,path,favicon,favicon_md5,favicon_path,favicon_url,final_url,time,jarm_hash,chain_status_codes,a,aaaa,cname,tech,words,lines,status_code,content_length,failed,vhost,websocket,cdn,http2,pipeline,headless_body,screenshot_bytes,stored_response_path,screenshot_path,screenshot_path_rel,resolvers,body_fqdn,body_domains
2026-04-23T16:14:32.556903046-03:00,null,null,,,,443,https://www.alcapizza.com.br,www.alcapizza.com.br,https://alcapizza.com.br/,,https,,Apache,,text/html,GET,162.250.121.74,/,,,,,,1.808151898s,,null,"[""162.250.121.74""]",null,"[""alcapizza.com.br""]","[""Apache HTTP Server""]",0,0,301,0,false,false,false,false,false,false,,null,,,,"[""1.0.0.1:53"",""8.8.8.8:53""]",null,null
