timestamp,link_request,extract_regex,cdn_name,cdn_type,sni,port,url,input,location,title,scheme,error,webserver,body_preview,content_type,method,host,path,favicon,favicon_md5,favicon_path,favicon_url,final_url,time,jarm_hash,chain_status_codes,a,aaaa,cname,tech,words,lines,status_code,content_length,failed,vhost,websocket,cdn,http2,pipeline,headless_body,screenshot_bytes,stored_response_path,screenshot_path,screenshot_path_rel,resolvers,body_fqdn,body_domains
2026-01-02T20:10:39.659277128-03:00,null,null,aws,cloud,,80,http://testphp.vulnweb.com,testphp.vulnweb.com,,Home of Acunetix Art,http,,nginx/1.19.0,,text/html,GET,44.228.249.3,/,,,,,,390.819677ms,,null,"[""44.228.249.3""]",null,null,"[""DreamWeaver"",""Nginx:1.19.0"",""PHP:5.6.40"",""Ubuntu""]",514,109,200,4958,false,false,false,false,false,false,,null,,,,"[""1.0.0.1:53"",""8.8.8.8:53""]",null,null
